"Statistic","University League Table 2008 to 2027"
"Variable","Year,Rank,Institution,Entry Standards,Student Satisfaction,Research Quality,Research Intensity,Graduate Prospects,Graduate Prospects - Outcomes,Graduate Prospects On Track,Student-Staff Ratio,Academic Services Spend,Facilities Spend,Good Honours,Degree Completion,Continuation,Overall Score"
"University name","Institution names show the name at the time of the most recent league table to aid comparison with historic data. Some may have entered the subject tables when they were university colleges. Where institutions merged, the historic institution names are  used up until the year before the merger"
"Note","For latest league table please refer to https://www.thecompleteuniversityguide.co.uk/league-tables/rankings. © 2026 Complete University Guide Limited. All rights reserved."
""
"Year","Rank","Institution","Entry Standards","Student Satisfaction","Research Quality","Research Intensity","Graduate Prospects","Graduate Prospects - Outcomes","Graduate Prospects On Track","Student-Staff Ratio","Academic Services Spend","Facilities Spend","Good Honours","Degree Completion","Continuation","Overall Score"
"2010","39","Heriot-Watt University","350","3.80","2.48","","76.2","","","15.8","832","391","65.5","80.3","","619"
"2010","40","University of Strathclyde","393","3.73","2.45","","78.1","","","19.2","1118","254","74.0","83.2","","616"
"2010","41","Brunel University of London","319","3.74","2.32","","67.9","","","17.5","1080","423","64.9","86.3","","612"
"2010","42","Keele University","319","3.92","2.41","","70.4","","","14.5","808","331","64.4","89.1","","611"
"2010","43","Queen Mary University of London","346","3.82","2.73","","77.3","","","13.4","878","338","64.2","88.5","","610"
"2010","44","City, University of London","316","3.77","2.48","","81.4","","","17.9","776","305","66.6","84.3","","600"
"2010","45","University of Hertfordshire","244","3.71","2.40","","65.3","","","15.0","822","850","47.3","82.3","","597"
"2010","46","Nottingham Trent University","276","3.81","2.16","","74.1","","","16.6","795","399","55.7","86.2","","593"
"2010","47","University of Stirling","324","3.82","2.41","","69.8","","","14.3","873","153","64.3","81.4","","590"
"2010","47","University of Aberdeen","363","3.97","2.57","","74.4","","","15.1","929","224","67.6","77.3","","590"
"2010","49","University of Dundee","371","3.84","2.54","","75.6","","","14.9","935","262","65.8","71.3","","574"
"2010","50","Robert Gordon University","332","3.82","2.06","","84.1","","","18.2","913","288","53.2","81.8","","570"
"2010","51","Ulster University","268","3.74","2.48","","65.0","","","16.2","1160","356","61.4","77.4","","568"
"2010","52","University of Hull","285","4.00","2.37","","73.2","","","19.0","799","281","57.7","87.0","","567"
"2010","53","Oxford Brookes University","301","3.83","2.20","","73.0","","","18.7","648","380","66.1","83.8","","566"
"2010","54","Bournemouth University","289","3.79","2.18","","75.5","","","21.2","896","233","57.2","85.1","","559"
"2010","55","Aberystwyth University","310","4.00","2.48","","53.0","","","17.7","746","364","61.1","87.5","","548"
"2010","56","Swansea University","304","3.88","2.43","","62.5","","","15.0","778","303","50.3","87.4","","537"
"2010","57","University of Bradford","270","3.73","2.34","","70.4","","","15.0","830","279","62.8","82.4","","536"
"2010","58","Northumbria University, Newcastle","291","3.91","2.15","","73.0","","","17.7","787","271","54.1","80.3","","535"
"2010","59","Birmingham City University","258","3.71","2.31","","65.7","","","17.6","827","519","57.3","75.4","","533"
"2010","60","University of the Arts London","322","3.47","2.49","","63.6","","","22.1","687","90","61.6","85.5","","524"
"2010","61","Bristol, UWE","275","3.86","2.20","","66.1","","","19.3","696","328","63.2","78.8","","512"
"2010","62","University of Portsmouth","271","3.94","2.24","","63.9","","","19.0","917","265","52.4","86.1","","511"
"2010","63","University of Brighton","278","3.79","2.37","","65.3","","","19.8","579","239","58.5","84.7","","507"
"2010","64","Bangor University","283","3.85","2.43","","67.8","","","19.2","751","200","55.7","83.8","","506"
"2010","65","Cardiff Metropolitan University","261","3.85","1.88","","61.5","","","20.1","798","461","51.8","83.2","","499"
"2010","65","De Montfort University","248","3.92","2.32","","65.7","","","17.2","731","232","51.1","81.5","","499"
"2010","67","University of Chichester","234","4.04","1.96","","64.0","","","18.8","567","377","49.3","89.2","","491"
"2010","67","University of Plymouth","268","3.78","2.18","","58.0","","","15.9","787","251","61.4","84.2","","491"
"2010","67","Sheffield Hallam University","268","3.72","2.05","","64.2","","","18.9","735","239","61.3","83.8","","491"
"2010","70","University of Winchester","261","3.86","2.16","","55.6","","","17.5","588","271","55.7","85.6","","482"
"2010","71","University for the Creative Arts","247","3.55","2.28","","58.2","","","24.9","1167","284","51.2","85.3","","481"
"2010","72","University of Gloucestershire","239","3.79","1.72","","64.2","","","18.7","886","354","56.2","82.1","","479"
"2010","73","Edinburgh Napier University","291","3.82","1.83","","72.9","","","18.3","780","154","62.4","72.7","","475"
"2010","73","University of Bedfordshire","215","3.81","2.09","","66.7","","","15.7","662","426","47.8","75.1","","475"
"2010","75","Glasgow Caledonian University","328","3.80","2.01","","68.8","","","21.8","814","159","66.5","76.8","","473"
"2010","76","University of Salford","253","3.74","2.36","","62.7","","","18.8","725","300","55.1","76.5","","463"
"2010","77","University of Wales, Lampeter","252","3.99","2.11","","61.8","","","15.5","658","149","52.8","82.7","","461"
"2010","78","University of Lincoln","266","3.88","1.90","","60.4","","","22.9","724","228","57.1","85.1","","458"
"2010","79","University of Lancashire","252","3.84","1.96","","70.1","","","20.2","826","361","49.3","72.8","","457"
"2010","80","Kingston University","236","3.83","2.04","","61.0","","","19.4","723","310","60.1","79.3","","455"
"2010","80","University of Staffordshire","232","3.81","1.62","","69.0","","","17.9","897","311","53.0","78.1","","455"
"2010","82","Manchester Metropolitan University","266","3.65","2.16","","63.8","","","19.9","779","242","57.2","79.0","","449"
"2010","82","Bath Spa University","287","3.92","1.89","","59.0","","","24.0","418","133","67.7","87.1","","449"
"2010","84","University of Huddersfield","265","3.77","2.10","","56.9","","","16.3","671","205","51.9","81.2","","447"
"2010","85","Coventry University","280","3.69","1.85","","67.5","","","20.8","798","294","61.0","75.2","","445"
"2010","86","Queen Margaret University, Edinburgh","328","3.82","1.37","","69.2","","","20.7","833","111","65.3","78.6","","442"
"2010","87","University of Roehampton","251","3.65","2.20","","56.8","","","18.9","1049","215","51.0","78.5","","439"
"2010","88","Middlesex University","194","3.72","2.18","","64.4","","","24.1","1476","442","50.8","64.7","","434"
"2010","89","University of Westminster, London","249","3.64","2.23","","54.1","","","16.5","581","237","51.5","77.5","","427"
"2010","90","University of Chester","267","3.80","1.74","","65.1","","","19.3","534","210","54.8","78.2","","422"
"2010","91","York St John University","288","3.84","1.40","","58.8","","","20.3","875","299","52.9","84.4","","415"
"2010","92","Teesside University","257","3.88","1.99","","67.3","","","19.9","668","196","52.4","72.7","","411"
"2010","93","University of Sunderland","226","3.93","1.86","","59.3","","","17.1","554","311","50.2","75.7","","410"
"2010","94","University of Glamorgan","263","3.75","2.04","","60.4","","","18.0","701","202","52.4","69.1","","409"
"2010","95","University of Worcester","236","3.88","1.54","","68.2","","","20.3","708","165","48.4","83.9","","399"
"2010","95","Abertay University","279","3.82","1.83","","53.3","","","20.5","1260","246","48.3","70.1","","399"
"2010","97","Leeds Beckett University","257","3.54","2.05","","59.9","","","23.1","825","120","53.0","82.0","","397"
"2010","98","University of West London","197","3.76","1.67","","59.7","","","16.8","878","432","50.4","63.6","","396"
"2010","99","Wrexham University","212","3.83","1.69","","69.3","","","20.0","776","345","50.6","70.1","","395"
"2010","99","University of Wales, Newport","229","3.80","2.42","","55.8","","","26.4","530","304","54.8","72.0","","395"
"2010","101","University of Derby","231","3.75","1.96","","54.9","","","19.2","1073","251","46.6","76.5","","392"
"2010","102","University of Wolverhampton","204","3.70","2.01","","60.9","","","19.2","800","419","44.6","73.4","","391"
"2010","103","Buckinghamshire New University","210","3.64","1.67","","50.9","","","20.4","550","633","46.3","79.7","","388"
"2010","104","Liverpool John Moores University","244","3.72","2.15","","58.8","","","19.7","790","212","45.7","76.2","","387"
"2010","104","University of Northampton","233","3.83","1.69","","59.5","","","20.8","693","209","53.7","81.4","","387"
"2010","106","University of East London","191","3.63","2.24","","62.7","","","22.7","725","404","44.4","71.6","","371"
"2010","107","Canterbury Christ Church University","238","3.80","1.79","","59.0","","","19.1","537","148","49.7","80.3","","358"
"2010","108","University of Cumbria","256","3.71","1.23","","71.4","","","31.7","496","181","48.8","84.6","","348"
"2010","109","Edge Hill University","248","3.84","1.50","","56.8","","","19.9","928","160","46.1","79.2","","344"
"2010","110","Southampton, Solent University","211","3.58","1.49","","56.6","","","21.6","699","351","45.7","74.5","","338"
"2010","111","University of Greenwich","212","3.91","1.90","","59.6","","","23.1","619","219","44.9","75.8","","333"
"2010","112","University of Greater Manchester","213","3.77","1.75","","59.1","","","19.4","392","328","53.5","56.0","","308"
"2010","113","London South Bank University","179","3.63","2.24","","63.2","","","27.9","652","149","53.7","69.4","","280"
"2011","1","University of Oxford","532","4.11","2.96","","82.8","","","10.8","2909","469","91.8","98.4","","1000"
"2011","2","University of Cambridge","547","4.10","2.98","","82.3","","","11.7","1859","693","87.3","98.6","","940"
"2011","3","Imperial College London","504","3.81","2.94","","88.9","","","10.5","3182","648","72.7","95.1","","938"
"2011","4","Durham University","468","3.98","2.72","","77.8","","","15.9","1141","776","79.0","97.8","","847"
"2011","5","London School of Economics and Political Science, University of London","494","3.76","2.96","","81.9","","","14.0","1563","304","76.5","95.3","","831"
"2011","6","University of St Andrews","455","4.15","2.72","","74.4","","","13.1","1269","388","85.6","95.0","","820"
"2011","7","University of Warwick","464","3.92","2.80","","77.9","","","13.3","1555","402","79.9","95.3","","814"
"2011","8","Lancaster University","393","3.98","2.71","","77.6","","","13.5","1134","534","68.3","94.1","","810"
"2011","9","UCL (University College London)","458","3.91","2.84","","80.8","","","8.9","1724","225","81.0","94.8","","800"
"2011","10","University of York","423","4.05","2.78","","71.5","","","14.0","1286","469","75.3","94.9","","786"
"2011","11","The University of Edinburgh","439","3.71","2.75","","76.2","","","13.4","1795","399","80.2","92.0","","775"
"2011","12","University of Bath","451","3.94","2.71","","80.9","","","15.9","1028","441","74.2","94.8","","765"
"2011","13","King's College London, University of London","421","3.82","2.69","","80.5","","","11.3","1588","329","75.6","94.1","","755"
"2011","14","University of Southampton","407","3.89","2.72","","76.3","","","13.5","1310","472","74.4","92.6","","750"
"2011","15","SOAS University of London","387","3.83","2.60","","73.1","","","11.1","1623","247","73.1","88.0","","749"
"2011","16","University of Bristol","448","3.85","2.72","","78.3","","","13.8","1555","332","78.6","95.2","","740"
"2011","17","Aston University, Birmingham","364","3.89","2.43","","75.2","","","18.1","870","682","70.1","91.5","","737"
"2011","18","University of Nottingham","412","3.89","2.67","","75.7","","","13.9","1051","417","75.0","94.4","","732"
"2011","19","University of Sussex","371","3.95","2.61","","72.6","","","15.4","961","372","80.0","90.8","","730"
"2011","20","University of Buckingham","287","4.32","","","85.2","","","9.1","575","545","48.1","87.8","","727"
"2011","21","Loughborough University","370","4.14","2.62","","71.3","","","18.3","739","502","69.9","93.9","","725"
"2011","22","University of Leicester","374","4.14","2.45","","74.2","","","16.3","1113","491","71.6","92.6","","724"
"2011","23","University of Birmingham","404","3.93","2.64","","69.9","","","15.6","1369","445","72.2","93.4","","719"
"2011","24","University of Exeter","408","4.09","2.62","","66.8","","","18.3","1025","431","79.6","95.8","","718"
"2011","25","University of Sheffield","411","3.96","2.72","","72.3","","","14.3","1066","369","72.8","92.1","","709"
"2011","26","University of Glasgow","399","4.01","2.59","","72.1","","","14.2","1119","577","70.3","84.3","","708"
"2011","27","University of Leeds","397","3.86","2.72","","70.5","","","14.7","907","485","74.2","92.7","","706"
"2011","28","University of East Anglia UEA","366","4.08","2.58","","69.1","","","15.5","1076","459","71.2","90.4","","703"
"2011","29","Newcastle University","399","3.94","2.63","","72.4","","","15.1","1143","413","72.0","92.9","","700"
"2011","30","Royal Holloway, University of London","366","3.93","2.67","","62.7","","","14.9","955","410","70.9","93.2","","693"
"2011","31","University of Manchester","416","3.68","2.82","","71.1","","","14.9","1227","421","70.3","92.4","","685"
"2011","32","University of Liverpool","403","3.81","2.54","","70.6","","","12.7","1496","329","71.1","89.6","","680"
"2011","33","University of Surrey","372","3.87","2.58","","79.6","","","18.0","971","378","68.1","83.5","","668"
"2011","34","Heriot-Watt University","338","3.75","2.48","","74.7","","","17.0","984","559","68.6","82.5","","665"
"2011","35","Queen's University Belfast","368","3.79","2.56","","74.7","","","15.3","1085","578","68.5","85.3","","663"
"2011","35","University of Strathclyde","388","3.87","2.45","","75.5","","","17.8","1224","286","71.7","84.7","","663"
"2011","37","University of Essex","311","3.89","2.77","","60.2","","","13.9","1127","442","58.3","86.5","","656"
"2011","38","University of Kent","319","3.98","2.60","","68.6","","","14.8","815","370","63.9","86.9","","654"
"2011","39","Queen Mary University of London","354","3.90","2.73","","76.0","","","13.2","924","407","64.6","89.6","","650"
"2011","40","University of Reading","350","3.91","2.53","","66.0","","","16.6","750","331","69.8","91.8","","641"
